tier,regime_2d,n_days,n_trades,sum_pnl,mean_per_day,mean_per_trade,win_rate,ci_lo_per_day,ci_hi_per_day,baseline_per_day
CASCADE,UP_SMOOTH,47,198,-111.0,-2.3617021276595747,-0.5606060606060606,0.5555555555555556,-26.705053191489352,20.21303191489362,5.146341463414634
CASCADE,UP_CHOPPY,22,104,-208.0,-9.454545454545455,-2.0,0.5096153846153846,-56.59261363636363,39.88636363636363,5.146341463414634
CASCADE,DOWN_SMOOTH,31,133,-345.0,-11.129032258064516,-2.593984962406015,0.42105263157894735,-53.29274193548386,28.633064516129046,5.146341463414634
CASCADE,DOWN_CHOPPY,18,76,-93.0,-5.166666666666667,-1.2236842105263157,0.618421052631579,-70.66805555555555,55.565277777777816,5.146341463414634
CASCADE,FLAT_SMOOTH,48,183,-742.5,-15.46875,-4.057377049180328,0.4207650273224044,-33.5,1.3338541666666686,5.146341463414634
CASCADE,FLAT_CHOPPY,121,569,2976.5,24.59917355371901,5.231107205623902,0.5289982425307557,5.9115702479338905,43.68615702479339,5.146341463414634
KILL_SHOT,UP_SMOOTH,52,691,-333.5,-6.413461538461538,-0.48263386396526775,0.5094066570188133,-47.38533653846154,31.531250000000007,-0.9670846394984326
KILL_SHOT,UP_CHOPPY,23,383,-1108.5,-48.19565217391305,-2.8942558746736293,0.4804177545691906,-140.37391304347824,22.67934782608698,-0.9670846394984326
KILL_SHOT,DOWN_SMOOTH,38,468,545.0,14.342105263157896,1.1645299145299146,0.5470085470085471,-20.371381578947357,48.35592105263159,-0.9670846394984326
KILL_SHOT,DOWN_CHOPPY,19,283,-199.5,-10.5,-0.7049469964664311,0.508833922261484,-72.60657894736842,56.132236842105264,-0.9670846394984326
KILL_SHOT,FLAT_SMOOTH,61,724,826.0,13.540983606557377,1.1408839779005524,0.5414364640883977,-5.262295081967213,33.77889344262295,-0.9670846394984326
KILL_SHOT,FLAT_CHOPPY,126,1843,-38.0,-0.30158730158730157,-0.020618556701030927,0.5067824199674443,-26.881349206349203,26.45684523809524,-0.9670846394984326
FREIGHT_TRAIN,UP_SMOOTH,1,8,-690.5,-690.5,-86.3125,0.5,,,60.90909090909091
FREIGHT_TRAIN,UP_CHOPPY,1,12,1104.5,1104.5,92.04166666666667,0.5833333333333334,,,60.90909090909091
FREIGHT_TRAIN,DOWN_SMOOTH,3,3,-235.5,-78.5,-78.5,0.0,,,60.90909090909091
FREIGHT_TRAIN,FLAT_CHOPPY,6,11,491.5,81.91666666666667,44.68181818181818,0.6363636363636364,-71.83333333333333,308.9166666666667,60.90909090909091
FADE_AGAINST,UP_SMOOTH,52,746,3861.0,74.25,5.1756032171581765,0.5415549597855228,20.08533653846154,132.57860576923076,5.306397306397306
FADE_AGAINST,UP_CHOPPY,23,358,-496.0,-21.565217391304348,-1.3854748603351956,0.48324022346368717,-101.6086956521739,46.722826086956545,5.306397306397306
FADE_AGAINST,DOWN_SMOOTH,35,403,2229.0,63.68571428571428,5.5310173697270475,0.5210918114143921,-13.742142857142806,149.35035714285718,5.306397306397306
FADE_AGAINST,DOWN_CHOPPY,19,296,419.5,22.07894736842105,1.4172297297297298,0.5,-67.50921052631575,126.73684210526316,5.306397306397306
FADE_AGAINST,FLAT_SMOOTH,45,612,-2402.5,-53.388888888888886,-3.9256535947712417,0.4624183006535948,-96.93805555555554,-12.06583333333333,5.306397306397306
FADE_AGAINST,FLAT_CHOPPY,123,2073,-2035.0,-16.54471544715447,-0.9816690786300049,0.47998070429329476,-51.207520325203255,18.964532520325207,5.306397306397306
RIDE_AGAINST,UP_SMOOTH,63,6293,7553.0,119.88888888888889,1.200222469410456,0.4867312887335134,4.188690476190483,272.7726190476191,-13.193215339233038
RIDE_AGAINST,UP_CHOPPY,23,3230,-466.0,-20.26086956521739,-0.14427244582043344,0.4826625386996904,-174.50217391304346,124.87826086956524,-13.193215339233038
RIDE_AGAINST,DOWN_SMOOTH,39,4136,5290.0,135.64102564102564,1.2790135396518376,0.4821083172147002,16.573076923076936,265.96698717948726,-13.193215339233038
RIDE_AGAINST,DOWN_CHOPPY,19,2664,-867.0,-45.63157894736842,-0.32545045045045046,0.4710960960960961,-249.1348684210526,148.47565789473686,-13.193215339233038
RIDE_AGAINST,FLAT_SMOOTH,67,5965,-5791.0,-86.43283582089552,-0.9708298407376362,0.47292539815590945,-148.71175373134326,-26.2436567164179,-13.193215339233038
RIDE_AGAINST,FLAT_CHOPPY,128,17186,-10191.5,-79.62109375,-0.5930117537530548,0.4807983242173862,-171.22265624999997,7.045312500000037,-13.193215339233038
FADE_CALM,UP_SMOOTH,63,3857,5312.0,84.31746031746032,1.3772361939331086,0.49935182784547577,-1.0255952380952313,176.24821428571428,-15.215942028985507
FADE_CALM,UP_CHOPPY,23,1912,2773.0,120.56521739130434,1.4503138075313808,0.49581589958158995,-30.027717391304325,275.28478260869565,-15.215942028985507
FADE_CALM,DOWN_SMOOTH,43,2498,3583.5,83.33720930232558,1.4345476381104885,0.49159327461969576,-21.570639534883718,186.17093023255816,-15.215942028985507
FADE_CALM,DOWN_CHOPPY,19,1613,1334.5,70.23684210526316,0.8273403595784253,0.49845009299442034,-190.35263157894732,342.0144736842106,-15.215942028985507
FADE_CALM,FLAT_SMOOTH,69,3726,-5206.5,-75.45652173913044,-1.3973429951690821,0.48792270531400966,-141.70307971014492,-4.818840579710119,-15.215942028985507
FADE_CALM,FLAT_CHOPPY,128,10301,-13046.0,-101.921875,-1.2664789826230463,0.48199203960780507,-219.58496093749997,5.855371093750014,-15.215942028985507
MTF_BREAKOUT,UP_SMOOTH,56,954,241.0,4.303571428571429,0.2526205450733753,0.44339622641509435,-39.427232142857115,41.777232142857144,6.8690095846645365
MTF_BREAKOUT,UP_CHOPPY,23,420,-582.0,-25.304347826086957,-1.3857142857142857,0.44761904761904764,-96.6086956521739,48.7217391304348,6.8690095846645365
MTF_BREAKOUT,DOWN_SMOOTH,37,592,1874.0,50.648648648648646,3.1655405405405403,0.47466216216216217,-0.4881756756756694,100.8418918918919,6.8690095846645365
MTF_BREAKOUT,DOWN_CHOPPY,19,438,-738.5,-38.86842105263158,-1.6860730593607305,0.4452054794520548,-95.00526315789472,14.133552631578954,6.8690095846645365
MTF_BREAKOUT,FLAT_SMOOTH,53,855,-1008.5,-19.028301886792452,-1.17953216374269,0.45730994152046783,-49.057783018867916,14.689386792452833,6.8690095846645365
MTF_BREAKOUT,FLAT_CHOPPY,125,2652,2364.0,18.912,0.8914027149321267,0.44871794871794873,-16.701199999999996,54.835000000000015,6.8690095846645365
MTF_EXHAUSTION,UP_SMOOTH,19,27,-7.0,-0.3684210526315789,-0.25925925925925924,0.4074074074074074,-24.08026315789473,24.843421052631584,8.547169811320755
MTF_EXHAUSTION,UP_CHOPPY,11,14,144.0,13.090909090909092,10.285714285714286,0.5,-21.138636363636355,49.456818181818186,8.547169811320755
MTF_EXHAUSTION,DOWN_SMOOTH,19,29,257.0,13.526315789473685,8.862068965517242,0.41379310344827586,-22.605921052631576,51.26644736842106,8.547169811320755
MTF_EXHAUSTION,DOWN_CHOPPY,15,22,63.5,4.233333333333333,2.8863636363636362,0.5,-21.20083333333333,30.20166666666667,8.547169811320755
MTF_EXHAUSTION,FLAT_SMOOTH,22,30,19.0,0.8636363636363636,0.6333333333333333,0.5666666666666667,-27.799999999999983,27.342045454545456,8.547169811320755
MTF_EXHAUSTION,FLAT_CHOPPY,73,109,882.5,12.08904109589041,8.096330275229358,0.4954128440366973,-3.6440068493150677,28.90667808219179,8.547169811320755
BASE_NMP,UP_SMOOTH,63,1883,540.5,8.579365079365079,0.2870419543281997,0.5124800849707913,-63.557738095238086,82.34424603174604,15.789244186046512
BASE_NMP,UP_CHOPPY,23,935,2944.0,128.0,3.148663101604278,0.5187165775401069,-178.10163043478255,552.0250000000002,15.789244186046512
BASE_NMP,DOWN_SMOOTH,42,1201,-2749.0,-65.45238095238095,-2.288925895087427,0.5137385512073273,-194.47470238095235,54.5139880952381,15.789244186046512
BASE_NMP,DOWN_CHOPPY,19,775,-2523.0,-132.78947368421052,-3.255483870967742,0.4735483870967742,-290.43026315789473,38.74013157894748,15.789244186046512
BASE_NMP,FLAT_SMOOTH,69,1861,3444.5,49.92028985507246,1.8508866200967222,0.5298226759806556,-7.804347826086956,109.97898550724638,15.789244186046512
BASE_NMP,FLAT_CHOPPY,128,5123,3774.5,29.48828125,0.7367753269568612,0.5207886004294359,-38.674999999999976,96.18994140625001,15.789244186046512
